Bolagsnamn,Land,Lista,Sektor,Bransch,Ticker,Kursutveckling,PE,PS,PB
ENGlobal,USA,Nasdaq,Industri,Byggnation & Infrastruktur,ENG,-0.094432535,-3.588294029,0.374976605,1.482156992
Enphase Energy,USA,Nasdaq,Kraftförsörjning,Solkraft,ENPH,3.932623901,34.0903511,8.228523254,18.8725605
Ensign,USA,Nasdaq,Hälsovård,Sjukhus & Vårdhem,ENSG,-0.266804104,21.7107296,0.944594502,2.940535069
Enstar,USA,Nasdaq,Finans & Fastighet,Försäkring,ESGR,0.009242535,3.926954031,1.360190988,0.722798228
Entegra Financial,USA,Nasdaq,Finans & Fastighet,Banker,ENFC,0.490118637,15.41292,3.129141092,1.141499996
Entegris,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,ENTG,0.355308189,25.44742966,4.021331787,5.487833023
Entera Bio,USA,Nasdaq,Hälsovård,Biotech,ENTX,-0.382222252,-3.091980934,63.7164917,3.149292946
Enterprise Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,EBTC,-0.144897995,8.695953369,2.168276072,1.002181053
Enterprise Financial Services,USA,Nasdaq,Finans & Fastighet,Banker,EFSC,-0.307941608,8.431118011,2.600090981,0.914887011
Epizyme,USA,Nasdaq,Hälsovård,Biotech,EPZM,0.546063652,-9.578662872,75.84345245,5.451139927
ePlus,USA,Nasdaq,Informationsteknik,IT-Konsulter,PLUS,-0.275869904,12.05650043,0.556112826,1.821234941
Equinix,USA,Nasdaq,Finans & Fastighet,Fastighet - REIT,EQIX,0.391328583,99.92324066,9.183995247,5.778185844
Equity BancShares,USA,Nasdaq,Finans & Fastighet,Banker,EQBK,-0.346333809,12.97614956,1.84365797,0.676819205
Erie Indemnity,USA,Nasdaq,Finans & Fastighet,Försäkring,ERIE,-0.186358337,26.85733032,3.074326992,6.720498085
Escalade,USA,Nasdaq,Sällanköpsvaror,Fritid & Sport,ESCA,-0.435739441,12.75113964,0.504688025,0.722175419
Esperion Therapeutics,USA,Nasdaq,Hälsovård,Biotech,ESPR,-0.087566376,-11.96922016,7.956679821,59.17216873
Esquire Financial,USA,Nasdaq,Finans & Fastighet,Banker,ESQ,-0.092653332,10.6538496,4.047469139,1.335976005
ESSA Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,ESSA,-0.162313404,10.96547985,2.256304979,0.794728816
Estre Ambiental,USA,Nasdaq,Industri,Energi & Återvinning,ESTR,-0.853352966,-0.064618967,0.03928104,-0.04548109
Etsy,USA,Nasdaq,Sällanköpsvaror,Detaljhandel,ETSY,-0.258816547,68.86482239,7.263576984,14.61845016
Euro Tech,USA,Nasdaq,Industri,Energi & Återvinning,CLWT,-0.125678596,74.29577637,0.324602515,0.447310209
Euronet Worldwide,USA,Nasdaq,Informationsteknik,Betalning & E-handel,EEFT,-0.275691624,16.79467964,1.935703993,3.370788097
Euroseas,USA,Nasdaq,Industri,Sjöfart & Rederi,ESEA,-0.616091118,-1.729274035,0.081696719,0.116328798
EW Scripps,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,SSP,-0.591071434,-40.28144073,0.520843327,0.825889885
Everbridge,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,EVBG,0.57929184,-70.47473907,18.71022987,17.06011963
Ever-Glory,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,EVK,-0.638522377,3.782440901,0.048247602,0.1741523
EverQuote,USA,Nasdaq,Informationsteknik,Internettjänster,EVER,3.414993286,-117.7856979,3.414366007,16.40973091
Everspin Technologies,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,MRAM,-0.729567261,-2.562058926,0.9831689,2.184693098
iMedia Brands,USA,Nasdaq,Sällanköpsvaror,Detaljhandel,IMBI,-0.42895443,-0.310776502,0.030518761,0.470927298
EVO Payments,USA,Nasdaq,Industri,Affärskonsulter,EVOP,-0.14341855,-70.59586334,3.683208942,-3.036186934
Evolus,USA,Nasdaq,Hälsovård,Biotech,EOLS,-0.761212082,-1.853593946,5.67947197,2.496388912
Evolving Systems,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,EVOL,-0.398872185,-0.399031699,0.37419939,0.95364511
Exact Sciences,USA,Nasdaq,Hälsovård,Biotech,EXAS,-0.322712898,-90.35787201,9.740712166,3.730545998
Exela Technologies,USA,Nasdaq,Informationsteknik,Betalning & E-handel,XELA,-0.94433609,-0.108700298,0.01975988,-0.082916267
Exelixis,USA,Nasdaq,Hälsovård,Biotech,EXEL,-0.24826395,16.99538994,5.455475807,3.1315341
ExlService,USA,Nasdaq,Industri,Affärskonsulter,EXLS,0.155930519,34.78461075,2.339024067,3.460864067
ExOne,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,XONE,-0.453968277,-7.615111828,1.381731033,1.70878005
eXp World,USA,Nasdaq,Finans & Fastighet,Fastighetsbolag,EXPI,-0.131445942,-33.5415802,0.648922384,12.29300022
Expedia,USA,Nasdaq,Sällanköpsvaror,Resor & Nöjen,EXPE,-0.368243294,20.33902931,0.906030118,2.756002903
Expeditors of Washington,USA,Nasdaq,Industri,Flygtransport,EXPD,-0.095960321,19.87607002,1.397570968,5.205280781
Exponent,USA,Nasdaq,Industri,Affärskonsulter,EXPO,0.358662605,49.65692902,9.427008629,11.22891045
Extreme Networks,USA,Nasdaq,Informationsteknik,Kommunikation,EXTR,-0.47284771,-5.582046986,0.459200501,9.253087997
Eyegate Pharmaceuticals,USA,Nasdaq,Hälsovård,Läkemedel,EYEG,-0.248636894,-2.254594088,7.636385918,3.09721899
EyePoint Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,EYPT,-0.549356232,-1.928375006,5.574429989,13.62823963
Ezcorp,USA,Nasdaq,Finans & Fastighet,Kredit & Finansiering,EZPW,-0.561530533,31.61819077,0.277329385,0.3151021
F5 Networks,USA,Nasdaq,Informationsteknik,IT-Konsulter,FFIV,-0.317678337,16.47512054,2.890042067,3.397100925
Facebook,USA,Nasdaq,Informationsteknik,Internettjänster,FB,0.00377357,26.48702049,6.86768198,4.804604053
BBQ Holdings,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,BBQ,-0.348148155,14.66055965,0.450685203,1.359619975
Farmer Bros,USA,Nasdaq,Dagligvaror,Livsmedel,FARM,-0.582594032,-3.440829992,0.292695403,0.911649704
Farmers & Merchants Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,FMAO,-0.327020645,12.01836014,3.244580984,0.962504327
Farmers National Banc,USA,Nasdaq,Finans & Fastighet,Banker,FMNB,-0.092696609,10.02015972,3.505435944,1.194435954
Farmmi,USA,Nasdaq,Dagligvaror,Jordbruk,FAMI,-0.805420609,-23.74905014,0.241642907,0.3466627
FARO Technologies,USA,Nasdaq,Informationsteknik,Elektronisk Utrustning,FARO,0.116059418,-13.87932968,2.28452301,2.627023935
Fastenal,USA,Nasdaq,Industri,Industrimaskiner,FAST,0.072114587,23.91777992,3.544642925,7.092610836
FAT Brands,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,FAT,-0.359295425,-15.19196987,1.772487998,6.404664993
Fate Therapeutics,USA,Nasdaq,Hälsovård,Biotech,FATE,0.470333824,-16.52886963,168.6914063,7.360898018
Fauquier Bankshares,USA,Nasdaq,Finans & Fastighet,Banker,FBSS,-0.253359623,8.938944817,2.087080002,0.9070068
FedNat Holding,USA,Nasdaq,Finans & Fastighet,Försäkring,FNHC,-0.36793541,141.2371063,0.380725414,0.635266006
FFBW,USA,Nasdaq,Finans & Fastighet,Banker,FFBW,-0.039100111,54.26496887,6.178174019,1.126904964
Fibrocell Science,USA,Nasdaq,Hälsovård,Biotech,FCSC,0.530612221,-8.055853844,1.283367991,2.725528002
FibroGen,USA,Nasdaq,Hälsovård,Biotech,FGEN,-0.347066422,-39.95497894,12.1282196,6.02908802
Fidelity D&D Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,FDBC,-0.115124998,16.00659943,4.670421124,1.716691971
Fidus Investment,USA,Nasdaq,Finans & Fastighet,Fondförvaltning,FDUS,-0.2405476,5.880274773,3.696146965,0.691215575
Fiesta Restaurant,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,FRGI,-0.518011551,-2.100933075,0.259248197,1.082865
Fifth Third Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,FITB,-0.337832756,5.302348137,2.001831055,0.590456486
Financial Institutions,USA,Nasdaq,Finans & Fastighet,Banker,FISI,-0.312286682,6.814799786,1.910298944,0.734618127
Finjan,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,FNJN,-0.608247414,-1.909227967,2.397111893,0.805016398
FireEye,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,FEYE,-0.263975143,-9.540294647,2.924304008,3.705682039
First Bancorp Us,USA,Nasdaq,Finans & Fastighet,Banker,FBNC,-0.312466564,8.304788589,3.041712046,0.892482996
First Bancorp Inc,USA,Nasdaq,Finans & Fastighet,Banker,FNLC,-0.118446589,9.684300423,3.14569211,1.164247036
First Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,FBMS,-0.17795784,9.945097923,3.210325003,0.877070427
First Bank,USA,Nasdaq,Finans & Fastighet,Nischbanker,FRBA,-0.249222584,10.75337029,2.053890944,0.757610083
First Busey,USA,Nasdaq,Finans & Fastighet,Banker,BUSE,-0.308486214,9.687265396,2.782243013,0.812112272
First Business Financial Services,USA,Nasdaq,Finans & Fastighet,Banker,FBIZ,-0.097515221,7.182568073,1.61598897,0.849293888
First Capital,USA,Nasdaq,Finans & Fastighet,Banker,FCAP,0.185769196,19.97019958,6.470317841,2.098421097
First Choice Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,FCBP,-0.126050415,8.372880936,2.544630051,0.878201187
First Citizens Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,FCNCA,-0.153766155,8.724395752,2.711560965,1.061591029
First Community,USA,Nasdaq,Finans & Fastighet,Banker,FCCO,-0.160117874,11.82736015,3.043864012,1.079586983
First Community Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,FCBC,-0.341786728,9.274374008,4.419705868,0.978806078
First Defiance Financial,USA,Nasdaq,Finans & Fastighet,Banker,FDEF,-0.301502533,8.435483932,2.925573111,0.96852082
First Financial Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,FFBC,-0.411255417,7.465815067,2.425080061,0.655524373
First Financial Bankshares,USA,Nasdaq,Finans & Fastighet,Banker,FFIN,-0.197465,19.90403938,10.17331982,2.646064997
First Financial Corporation,USA,Nasdaq,Finans & Fastighet,Försäkring,THFF,-0.163636379,9.445088387,3.306413889,0.884233713
First Financial Northwest,USA,Nasdaq,Finans & Fastighet,Banker,FFNW,-0.246937447,11.23077011,2.017062902,0.769306779
First Foundation,USA,Nasdaq,Finans & Fastighet,Banker,FFWM,-0.154696102,9.774795532,2.197978973,0.890693903
First Guaranty Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,FGBI,-0.272467918,10.41596031,1.626314998,0.897644222
First Hawaiian,USA,Nasdaq,Finans & Fastighet,Banker,FHB,-0.277434235,8.770695686,3.580256939,0.920236886
First Internet Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,INBK,-0.04728013,7.458113194,1.23842597,0.598732471
First Interstate BancSystem,USA,Nasdaq,Finans & Fastighet,Banker,FIBK,-0.338666687,9.628688812,3.214720964,0.884331822
First Merchants,USA,Nasdaq,Finans & Fastighet,Banker,FRME,-0.25332653,9.148482323,3.471498966,0.904399574
First Mid Illinois Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,FMBH,-0.306170635,8.190436363,2.617048979,0.744057178
First Midwest Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,FMBI,-0.321775246,8.042762756,2.308857918,0.680485129
First Northwest Ban,USA,Nasdaq,Finans & Fastighet,Banker,FNWB,-0.103448277,15.45575047,3.055414915,0.851969481
First of Long Island,USA,Nasdaq,Finans & Fastighet,Banker,FLIC,-0.258193073,10.01615047,2.786962986,1.030316949
First Savings Financial,USA,Nasdaq,Finans & Fastighet,Banker,FSFG,0.069665074,7.954400063,2.487776041,1.064172029
First Solar,USA,Nasdaq,Kraftförsörjning,Solkraft,FSLR,-0.27228302,-34.11214828,1.281656027,0.770265281
First United,USA,Nasdaq,Finans & Fastighet,Banker,FUNC,0.117577915,10.31247044,2.333583117,1.073217988
First US Bancshares,USA,Nasdaq,Finans & Fastighet,Banker,FUSB,-0.1791045,12.31342983,1.165482044,0.599436283
Fiserv,USA,Nasdaq,Informationsteknik,Betalning & E-handel,FISV,0.20664465,59.9367981,6.835708141,2.111505985
Five Below,USA,Nasdaq,Sällanköpsvaror,Detaljhandel,FIVE,-0.207241707,33.30286026,2.877286911,7.856626987
Five Prime Therapeutics,USA,Nasdaq,Hälsovård,Biotech,FPRX,-0.733636398,-0.746801317,6.937879086,0.685797572
Five Star Senior Living,USA,Nasdaq,Hälsovård,Sjukhus & Vårdhem,FVE,-0.653684235,-0.823694289,0.01198438,0.141352504
Five9,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,FIVN,0.294208164,-892.0424194,12.62003994,21.07040024
Flex,USA,Nasdaq,Informationsteknik,Elektronisk Utrustning,FLEX,-0.054435492,-200.8565063,0.190283999,1.631350994
Salarius Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,SLRX,-0.91076828,-0.169714794,1.044541001,0.277789801
Flexion Therapeutics,USA,Nasdaq,Hälsovård,Biotech,FLXN,-0.058868465,-2.982434988,7.981103897,65.47554016
Flexshopper,USA,Nasdaq,Finans & Fastighet,Kredit & Finansiering,FPAY,0.936842194,-17.47388077,0.368539214,3.282661915
Flexsteel Industries,USA,Nasdaq,Sällanköpsvaror,Möbler & Inredning,FLXS,-0.498344345,-3.028712988,0.232152596,0.460492909
Flir Systems,USA,Nasdaq,Informationsteknik,Säkerhet & Bevakning,FLIR,-0.290042343,27.89682961,2.503382921,2.524241924
Fluent,USA,Nasdaq,Industri,Information & Data,FLNT,-0.644404297,-131.3332977,0.555106223,0.722181618
Fluidigm,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,FLDM,-0.774055023,-2.710781097,1.569255948,1.197721004
Flushing Financial,USA,Nasdaq,Finans & Fastighet,Banker,FFIC,-0.303451366,10.81344032,1.568572998,0.754845679
FNCB Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,FNCB,-0.28201807,9.926668167,2.43076396,0.837914705
Foamix Pharmaceuticals,USA,Nasdaq,Hälsovård,Biotech,FOMX,-0.221354122,-2.301770926,156.4658051,3.41407609
Fonar,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,FONR,-0.284369106,7.529971123,1.173614979,0.834900498
Forescout Technologies,USA,Nasdaq,Informationsteknik,IT-Konsulter,FSCT,-0.264257202,-12.15445995,4.473876953,15.44729996
FormFactor,USA,Nasdaq,Informationsteknik,Elektronik & Tillverkning,FORM,0.384615288,41.0135498,2.68374896,2.467988014
Forterra,USA,Nasdaq,Industri,Byggmaterial,FRTA,0.977272644,-76.24890137,0.368194789,4.656200886
Fortinet,USA,Nasdaq,Informationsteknik,IT-Konsulter,FTNT,0.090244179,47.44564819,7.003530979,11.42372036
Fortress Biotech,USA,Nasdaq,Hälsovård,Läkemedel,FBIO,-0.079999981,-1.765156984,3.283274889,4.390004158
Forty Seven,USA,Nasdaq,Hälsovård,Biotech,FTSV,4.931077881,-34.08713913,255.2221985,25.27235985
Forward Air,USA,Nasdaq,Industri,Flygtransport,FWRD,-0.186703205,16.56043053,0.995217681,2.431901932
Forward Industries,USA,Nasdaq,Sällanköpsvaror,Accessoarer,FORD,-0.36936306,-2.992142916,0.26501441,1.231848955
Fossil,USA,Nasdaq,Sällanköpsvaror,Accessoarer,FOSL,-0.732969971,-3.760191917,0.089291453,0.393641114
Fox Factory Holding,USA,Nasdaq,Sällanköpsvaror,Bil & Motor,FOXF,-0.148340406,22.78619957,2.779664993,4.94453907
Francescas,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,FRAN,-0.56676857,-0.34030351,0.031006839,0.218294799
Franklin Electric,USA,Nasdaq,Industri,Industrimaskiner,FELE,-0.050574722,24.47044945,1.748955011,2.886388063
FreightCar America,USA,Nasdaq,Industri,Industrimaskiner,RAIL,-0.833093491,-0.190582603,0.064223781,0.126003698
Frequency Electronics,USA,Nasdaq,Informationsteknik,Elektronisk Utrustning,FEIM,-0.361591682,-8.144796371,1.399183035,1.154551983
Freshpet,USA,Nasdaq,Dagligvaror,Livsmedel,FRPT,0.542590752,-1589.869995,8.999509811,16.85633087
Frontier Communications,USA,Nasdaq,Telekommunikation,Bredband & Telefoni,FTR,-0.883234177,-0.00546565,0.003992848,-0.008066468
FRP Holdings,USA,Nasdaq,Industri,Tåg- & Lastbilstransport,FRPH,-0.198198204,42.6517601,16.55105972,1.048812032
FS Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,FSBW,-0.216232243,7.736842155,1.974647045,0.883819103
Fuelcell Energy,USA,Nasdaq,Kraftförsörjning,Förnybarenergi,FCEL,-0.707357864,-0.807692289,4.684698105,2.098948002
Fuling Global,USA,Nasdaq,Sällanköpsvaror,Hemelektronik,FORK,-0.074285212,3.219156027,0.231246799,0.495693594
Full House Resorts,USA,Nasdaq,Sällanköpsvaror,Hotell & Camping,FLL,-0.211363678,-13.05492973,0.280127615,0.780651629
Fulton Financial,USA,Nasdaq,Finans & Fastighet,Banker,FULT,-0.25674015,8.992512703,2.413341999,0.850382686
Funko,USA,Nasdaq,Sällanköpsvaror,Fritid & Sport,FNKO,-0.716161575,15.7820797,0.349397302,1.232475042
Future FinTech,USA,Nasdaq,Dagligvaror,Livsmedel,FTFT,-0.063522696,-0.125108197,545.1505737,-0.332395107
Fuwei Films,USA,Nasdaq,Material,Förpackning,FFHL,-0.09616375,-20.08525085,0.144431099,0.247396395
G-III Apparel,USA,Nasdaq,Sällanköpsvaror,Kläder & Skor,GIII,-0.537560692,5.540726185,0.244051903,0.614366114
G Willi Food,USA,Nasdaq,Dagligvaror,Livsmedelsbutiker,WILC,0.4522369,14.34885979,1.461398005,1.154322982
Gaia,USA,Nasdaq,Sällanköpsvaror,Detaljhandel,GAIA,-0.31858408,-6.252538204,2.102427006,1.646790028
Gaming & Leisure,USA,Nasdaq,Finans & Fastighet,Fastighet - REIT,GLPI,0.103179092,21.87084961,7.363244057,4.094647884
Garmin,USA,Nasdaq,Informationsteknik,Rymd- & Satellitteknik,GRMN,-0.026245773,16.13588905,4.085723877,3.2026999
Garrison Capital,USA,Nasdaq,Finans & Fastighet,Kapitalförvaltning,GARS,-0.346256714,-3.810786009,1.951985955,0.540596008
GCI Liberty,USA,Nasdaq,Telekommunikation,Bredband & Telefoni,GLIBA,0.114242668,3.236687899,7.008388996,1.011150956
Gencor Industries,USA,Nasdaq,Industri,Mätning & Analys,GENC,-0.190701313,12.21020031,1.919728994,0.947970986
General Finance,USA,Nasdaq,Industri,Affärskonsulter,GFN,-0.195583572,10.70079994,0.64244318,1.216554999
Genius Brands,USA,Nasdaq,Sällanköpsvaror,Media & Publicering,GNUS,-0.88,-0.162403598,0.525045097,0.327863187
GenMark Diagnostics,USA,Nasdaq,Hälsovård,Medicinsk Utrustning,GNMK,-0.231205711,-6.593674183,3.710274935,26.85046005
Genomic Health,USA,Nasdaq,Hälsovård,Biotech,GHDX,-0.103828249,43.05102921,5.390503883,6.817694187
Gentex,USA,Nasdaq,Sällanköpsvaror,Bil & Motor,GNTX,0.228515625,15.18406963,3.401016951,3.262051105
Gentherm,USA,Nasdaq,Sällanköpsvaror,Bil & Motor,THRM,-0.015092432,33.60263062,1.272765994,2.616579056
Geospace Technologies,USA,Nasdaq,Energi,Olja & Gas - Service,GEOS,-0.546419067,20.77763939,0.90169698,0.522869706
German American Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,GABC,-0.120868149,11.48176956,3.979384899,1.223829985
Geron,USA,Nasdaq,Hälsovård,Biotech,GERN,-0.284722271,-4.123299122,299.1733093,1.303552985
Gevo,USA,Nasdaq,Kraftförsörjning,Bioenergi,GEVO,-0.598326378,-0.356956899,0.529815078,0.166851804
Gibraltar Industries,USA,Nasdaq,Industri,Byggmaterial,ROCK,0.194387665,23.53709984,1.483665943,2.305835009
GigaMedia,USA,Nasdaq,Sällanköpsvaror,Gaming & Spel,GIGM,-0.202235165,-7.511250019,3.377388954,0.412274599
Gilead Sciences,USA,Nasdaq,Hälsovård,Biotech,GILD,0.16558588,17.47397995,4.156273842,4.142251015
Glacier Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,GBCI,-0.229130917,13.21942997,5.320995808,1.48220396
Gladstone Capital,USA,Nasdaq,Finans & Fastighet,Fondförvaltning,GLAD,-0.128888845,9.49152565,4.841201782,0.970695913
Gladstone Commercial,USA,Nasdaq,Finans & Fastighet,Fastighet - REIT,GOOD,-0.219970341,-101.740799,4.607635021,1.462870955
Gladstone Investment,USA,Nasdaq,Finans & Fastighet,Fondförvaltning,GAIN,-0.130131006,9.97296524,3.19790411,0.796379328
Gladstone Land,USA,Nasdaq,Finans & Fastighet,Fastighet - REIT,LAND,0.072696447,-99.52941132,6.529211998,0.960471988
Glen Burie Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,GLBZ,-0.152097883,17.11664009,1.889675021,0.76868701
Global Blood Therapeutics,USA,Nasdaq,Hälsovård,Biotech,GBT,0.096561317,-11.99168968,1577.963013,5.748021126
Global Eagle Entertainment,USA,Nasdaq,Telekommunikation,Telekomtjänster,ENT,-0.920961533,-0.083594352,0.029147301,-0.056058701
Global Indemnity,USA,Nasdaq,Finans & Fastighet,Investmentbolag,GBLI,-0.11342597,6.273160934,0.722603321,0.602860272
Global Self Storage Inc,USA,Nasdaq,Finans & Fastighet,Fastighet - REIT,SELF,0.038265347,47.88235092,3.694915056,0.864037871
Global Water Resources,USA,Nasdaq,Kraftförsörjning,Vattenförsörjning,GWRS,0.159874678,107.4540024,6.739735126,9.689734459
Globus Maritime,USA,Nasdaq,Industri,Sjöfart & Rederi,GLBS,-0.915720673,-0.301360995,0.104185998,0.04073922
Glu Mobile,USA,Nasdaq,Informationsteknik,Affärs- & IT-System,GLUU,-0.313703308,107.4468002,2.176898003,4.409611225
Gogo,USA,Nasdaq,Telekommunikation,Telekomtjänster,GOGO,-0.45514225,-1.094360948,0.263951898,-0.573396802
Golar LNG,USA,Nasdaq,Energi,Olja & Gas - Transport,GLNG,-0.570873795,-4.204119205,1.995573044,0.597701728
Golden Bull,USA,Nasdaq,Finans & Fastighet,Kredit & Finansiering,DNJR,-0.944267807,-0.650284827,0.790792704,1.148746014
Golden Entertainment,USA,Nasdaq,Sällanköpsvaror,Betting & Casino,GDEN,-0.4345821,-4.818508148,0.289829195,0.921118915
Golden Ocean Group,USA,Nasdaq,Industri,Sjöfart & Rederi,GOGL,-0.275640965,13.07870007,0.692951381,0.323171288
Golub Capital BDC,USA,Nasdaq,Finans & Fastighet,Fondförvaltning,GBDC,-0.111969051,-295.4128113,10.18597984,0.966439724
Good Times Restaurants,USA,Nasdaq,Sällanköpsvaror,Restaurang & Café,GTIM,-0.610038643,-2.583781004,0.109316297,0.477799207
Goodyear Tire & Rubber,USA,Nasdaq,Sällanköpsvaror,Bil & Motor,GT,-0.593874092,-5.364099979,0.113142103,0.383424491
Goosehead Insurance,USA,Nasdaq,Finans & Fastighet,Försäkring,GSHD,0.680835266,433.045105,20.86426926,-199.592804
GoPro,USA,Nasdaq,Sällanköpsvaror,Hemelektronik,GPRO,-0.448333321,-32.73986053,0.406789005,2.080986977
Office Properties Income,USA,Nasdaq,Finans & Fastighet,Fastighet - REIT,OPI,0.034168601,43.15589905,1.935454011,0.769759178
Grand Canyon Education,USA,Nasdaq,Sällanköpsvaror,Konsumentservice,LOPE,-0.341416435,14.01008987,4.647750854,2.507174969
Great Elm Capital,USA,Nasdaq,Finans & Fastighet,Fondförvaltning,GECC,-0.320685463,-3.085390091,2.073127985,0.610433877
Great Elm Capital Group,USA,Nasdaq,Informationsteknik,IT-Konsulter,GEC,-0.343832016,-11.55801964,1.039950967,1.121677995
Great Lakes Dredge & Dock,USA,Nasdaq,Industri,Byggnation & Infrastruktur,GLDD,-0.02409637,9.463722229,0.712098897,1.813431978
Great Southern Bancorp,USA,Nasdaq,Finans & Fastighet,Banker,GSBC,-0.217487164,8.292939186,2.585252047,1.007382989
Green Brick Partners,USA,Nasdaq,Industri,Bostadsbyggnation,GRBK,-0.040449381,7.372238159,0.544637322,0.824147284
